# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.15.2

bb::ai::hold, long, 00000000000000D4
civ::w::r_comp::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B657920800D6D696E6563726166743A626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_comp::ko, string, 8009ED95A9EC84B1EAB681
civ::w::r_comp::rng, string, 8004626F7731
civ::w::r_comp::tag, string, 8000
civ::w::r_cross::bad, string, 80152663EC9EA5ECA084EC9DB420EB8A90EBA6ACEB8BA4
civ::w::r_cross::cat, string, 800572616E6765
civ::w::r_cross::cmd, long, 00000000000003FB
civ::w::r_cross::en, string, 800843726F7373626F77
civ::w::r_cross::era, long, 0000000000000002
civ::w::r_cross::good, string, 80392637EBB0A9EC9584EC87A0EBA78C20EB8BB9EAB8B0EBA9B420EB909CEB8BA42E202661EAB091EC98B7EC9D8420EAB480ED86B5ED959CEB8BA4
civ::w::r_cross::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802C76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A2043524F5353424F570A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080126D696E6563726166743A63726F7373626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_cross::ko, string, 8006EC849DEAB681
civ::w::r_cross::rng, string, 800478626F77
civ::w::r_cross::tag, string, 8000
civ::w::r_long::bad, string, 80282663EAB095ED959C20EC8B9CEC9C84202D20EC8899EBA0A8EC9DB420ED9584EC9A94ED9598EB8BA4
civ::w::r_long::cat, string, 800572616E6765
civ::w::r_long::cmd, long, 00000000000003FC
civ::w::r_long::en, string, 80074C6F6E67626F77
civ::w::r_long::era, long, 0000000000000002
civ::w::r_long::good, string, 80392637EC9E89EAB880EB9E9CEB939C20EC9EA5EAB6812E202661EC97B0EC82ACEC998020EC82ACEAB1B0EBA6ACEAB08020EC9595EB8F84ECA081
civ::w::r_long::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B657920800D6D696E6563726166743A626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_long::ko, string, 8006EC9EA5EAB681
civ::w::r_long::rng, string, 8004626F7732
civ::w::r_long::tag, string, 8000
civ::w::r_maxim::bad, string, 80342663EBACB4EAB1B0EC9B8C20EC9DB4EB8F99EC9DB420EB8A90EBA6ACEAB3A02C20EC97B0EC82ACED9598EBA9B420EAB3BCEC97B4
civ::w::r_maxim::cat, string, 800572616E6765
civ::w::r_maxim::cmd, long, 0000000000000400
civ::w::r_maxim::cs, string, 80084D6178696D47756E
civ::w::r_maxim::en, string, 80094D6178696D2047756E
civ::w::r_maxim::era, long, 0000000000000004
civ::w::r_maxim::good, string, 802C2637EBB684EB8BB920353030EBB09C2E202661EAB8B8EBAAA9EC9D8420ED8B80EC96B4EBA789EB8A94EB8BA4
civ::w::r_maxim::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802C76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A2043524F5353424F570A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080126D696E6563726166743A63726F7373626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_maxim::ko, string, 8010EBA7A5EC8BAC20EAB8B0EAB480ECB49D
civ::w::r_maxim::rng, string, 800867756E5F68656174
civ::w::r_maxim::tag, string, 8000
civ::w::r_musket::bad, string, 80302663EC97ACECA084ED9E8820EC9EA5ECA084EC9DB420EB8A90EBA6ACEAB3A020EBB984EC979020EC95BDED9598EB8BA4
civ::w::r_musket::cat, string, 800572616E6765
civ::w::r_musket::cmd, long, 00000000000003FE
civ::w::r_musket::cs, string, 80064D75736B6574
civ::w::r_musket::en, string, 80064D75736B6574
civ::w::r_musket::era, long, 0000000000000003
civ::w::r_musket::good, string, 803C2637EC9584EBA5B4ED8098EBB284EC8AA4EBA5BC20EAB09CEB9F89ED959C20ED999CEAB095ECB49D2E202661EC9C84EBA0A5EC9DB420ED81ACEB8BA4
civ::w::r_musket::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802C76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A2043524F5353424F570A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080126D696E6563726166743A63726F7373626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_musket::ko, string, 8009EBA8B8EC8AA4ED82B7
civ::w::r_musket::rng, string, 800867756E5F7261696E
civ::w::r_musket::tag, string, 8000
civ::w::r_rifle::bad, string, 802C2663EC9E90EB8F99ED9994EAB8B0EC9D9820ED9994EBA0A5EC9790EB8A9420EBAABB20EBAFB8ECB99CEB8BA4
civ::w::r_rifle::cat, string, 800572616E6765
civ::w::r_rifle::cmd, long, 00000000000003FF
civ::w::r_rifle::cs, string, 800F426F6C74416374696F6E5269666C65
civ::w::r_rifle::en, string, 8011426F6C742D616374696F6E205269666C65
civ::w::r_rifle::era, long, 0000000000000004
civ::w::r_rifle::good, string, 803A2637EAB095EC84A0EAB3BC20EAB888EC868D20ED8384ED94BC2E202661ECA095ED9995ED9598EAB3A020EBB9A0EBA5B820EC9EACEC9EA5ECA084
civ::w::r_rifle::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802C76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A2043524F5353424F570A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080126D696E6563726166743A63726F7373626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_rifle::ko, string, 8013EBB3BCED8AB8EC95A1EC859820EC868CECB49D
civ::w::r_rifle::rng, string, 800367756E
civ::w::r_rifle::tag, string, 8000
civ::w::r_self::bad, string, 80292663EC82ACEAB1B0EBA6ACEC998020EC9C84EBA0A5EC9DB420EAB080EC9EA520EC95BDED9598EB8BA4
civ::w::r_self::cat, string, 800572616E6765
civ::w::r_self::cmd, long, 00000000000003F9
civ::w::r_self::en, string, 800853656C6620426F77
civ::w::r_self::era, long, 0000000000000000
civ::w::r_self::good, string, 802B2637ED86B5ECA79C20EB8298EBACB4EBA5BC20ED9C9C20EAB080EC9EA520EB8BA8EC889CED959C20ED999C
civ::w::r_self::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B657920800D6D696E6563726166743A626F7706616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::r_self::ko, string, 8006EB8BA8EAB681
civ::w::r_self::rng, string, 8004626F7730
civ::w::r_self::tag, string, 8000
civ::w::s_bayonet::bad, string, 80202663EC9B90EAB1B0EBA6AC20EC82ACEAB2A9EC9D8020EBAABB20ED959CEB8BA4
civ::w::s_bayonet::cat, string, 800573776F7264
civ::w::s_bayonet::cmd, long, 00000000000003F1
civ::w::s_bayonet::en, string, 80074261796F6E6574
civ::w::s_bayonet::era, long, 0000000000000004
civ::w::s_bayonet::good, string, 80332637EC868CECB49D20EB819DEC9D9820ECB0A9EAB2802E202661ED8C90EAB88820EAB091EC98B720EC8381EB8C80202B343025
civ::w::s_bayonet::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080196D696E6563726166743A6E65746865726974655F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_bayonet::ko, string, 8006ECB49DEAB280
civ::w::s_bayonet::rng, string, 8000
civ::w::s_bayonet::tag, string, 8009616E7469706C617465
civ::w::s_bronze::bad, string, 80362663EBACB4EB9494EAB3A020EC9E9820EBB680EB9FACECA784EB8BA4202D20ED94BCED95B4EAB08020EAB080EC9EA520EB82AEEB8BA4
civ::w::s_bronze::cat, string, 800573776F7264
civ::w::s_bronze::cmd, long, 00000000000003E9
civ::w::s_bronze::en, string, 800C42726F6E7A652053776F7264
civ::w::s_bronze::era, long, 0000000000000000
civ::w::s_bronze::good, string, 802E2637EC9DB8EBA59820ECB59CECB488EC9D9820EAB888EC868D20ECA09CEC8B9DEAB2802E20EAB080EBB38DEB8BA4
civ::w::s_bronze::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080166D696E6563726166743A776F6F64656E5F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_bronze::ko, string, 8009ECB2ADEB8F99EAB280
civ::w::s_bronze::rng, string, 8000
civ::w::s_bronze::tag, string, 8005667261696C
civ::w::s_gladius::bad, string, 80232663EB82A0EC9DB420ECA7A7EC958420EC82ACEAB1B0EBA6ACEAB08020EC9786EB8BA4
civ::w::s_gladius::cat, string, 800573776F7264
civ::w::s_gladius::cmd, long, 00000000000003EA
civ::w::s_gladius::en, string, 8007476C6164697573
civ::w::s_gladius::era, long, 0000000000000001
civ::w::s_gladius::good, string, 80422637EBA19CEBA78820EAB5B0EB8BA8EC9D9820EB8BA8EAB2802E20EBB080ECA79120EB8C80ED9895EC9790EC849C20EBB9A0EBA5B4EAB28C20ECB08CEBA5B8EB8BA4
civ::w::s_gladius::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080156D696E6563726166743A73746F6E655F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_gladius::ko, string, 800FEAB880EB9DBCEB9494EC9AB0EC8AA4
civ::w::s_gladius::rng, string, 8000
civ::w::s_gladius::tag, string, 8000
civ::w::s_kopis::bad, string, 802A2663ECB08CEBA5B4EAB8B0EAB08020EC958820EB9098EAB3A020EBB988ED8B88EC9DB420ED81ACEB8BA4
civ::w::s_kopis::cat, string, 800573776F7264
civ::w::s_kopis::cmd, long, 00000000000003EB
civ::w::s_kopis::en, string, 80054B6F706973
civ::w::s_kopis::era, long, 0000000000000001
civ::w::s_kopis::good, string, 80372637EAB7B8EBA6ACEC8AA4EC9D9820EBA78CEAB3A1EB8F842E20EB82B4EBA6ACEBB2A0EAB8B020EC9C84EBA0A5EC9DB420ED81ACEB8BA4
civ::w::s_kopis::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080166D696E6563726166743A676F6C64656E5F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_kopis::ko, string, 8009ECBD94ED94BCEC8AA4
civ::w::s_kopis::rng, string, 8000
civ::w::s_kopis::tag, string, 8000
civ::w::s_long::bad, string, 80252663ED8C90EAB888C2B7EAB095ECB2A020EAB091EC98B720EC8381EB8C802026632D333525
civ::w::s_long::cat, string, 800573776F7264
civ::w::s_long::cmd, long, 00000000000003ED
civ::w::s_long::en, string, 80094C6F6E6773776F7264
civ::w::s_long::era, long, 0000000000000002
civ::w::s_long::good, string, 80462637EBB2A0EAB8B0C2B7ECB08CEBA5B4EAB8B020EBAAA8EB919020EB9BB0EC96B4EB829C20EC9691EC8690EAB2802E202661EAB8B0EBB3B820ED94BCED95B420ECB59CEC8381
civ::w::s_long::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080176D696E6563726166743A6469616D6F6E645F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_long::ko, string, 8009EBA1B1EC868CEB939C
civ::w::s_long::rng, string, 8000
civ::w::s_long::tag, string, 8007706C617465776B
civ::w::s_rapier::bad, string, 80272663EAB080EBB2BCEC9B8C20ED959C20EBB0A9EC9D9820ED94BCED95B4EB8A9420EB82AEEB8BA4
civ::w::s_rapier::cat, string, 800573776F7264
civ::w::s_rapier::cmd, long, 00000000000003EE
civ::w::s_rapier::en, string, 8006526170696572
civ::w::s_rapier::era, long, 0000000000000003
civ::w::s_rapier::good, string, 803D2637EAB2B0ED88ACEC9AA920ECB08CEBA5B4EAB8B0EAB2802E202661EAB3B5EAB2A920EC868DEB8F84EAB08020EBA7A4EC9AB020EBB9A0EBA5B4EB8BA4
civ::w::s_rapier::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080166D696E6563726166743A676F6C64656E5F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_rapier::ko, string, 800CEBA088EC9DB4ED94BCEC96B4
civ::w::s_rapier::rng, string, 8000
civ::w::s_rapier::tag, string, 800466617374
civ::w::s_saber::bad, string, 802A2663EAB480ED86B5EBA0A5EC9D8020ECB49DEAB280C2B7ECB49DEAB8B0EBA78C20EBAABBED9598EB8BA4
civ::w::s_saber::cat, string, 800573776F7264
civ::w::s_saber::cmd, long, 00000000000003F0
civ::w::s_saber::en, string, 80055361626572
civ::w::s_saber::era, long, 0000000000000004
civ::w::s_saber::good, string, 80232637EAB8B0EBB391EB8F842E20EBB9A0EBA5B4EAB3A020EC9888EBA6ACED9598EB8BA4
civ::w::s_saber::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080176D696E6563726166743A6469616D6F6E645F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_saber::ko, string, 8009EC84B8EC9DB4EBB284
civ::w::s_saber::rng, string, 8000
civ::w::s_saber::tag, string, 800466617374
civ::w::s_shield::bad, string, 80232663EAB3B5EAB2A9EBA0A5EC9DB420EAB1B0EC9D9820EC9786EB8BA4202831ECB9B829
civ::w::s_shield::cat, string, 80056775617264
civ::w::s_shield::cmd, long, 00000000000003F2
civ::w::s_shield::en, string, 8006536869656C64
civ::w::s_shield::era, long, 0000000000000001
civ::w::s_shield::good, string, 803F2637EB82A0EC9584EC98A4EB8A9420EAB283EC9D8420EBA789EC9584EB82B8EB8BA42E202661EBB09BEB8A9420EBAAA8EB93A020ED94BCED95B4202D333525
civ::w::s_shield::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802A76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20534849454C440A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080106D696E6563726166743A736869656C6406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
civ::w::s_shield::ko, string, 8006EBB0A9ED8CA8
civ::w::s_shield::rng, string, 8000
civ::w::s_shield::tag, string, 80056775617264
civ::w::s_viking::bad, string, 80302663EAB8B420EBACB4EAB8B020EC8381EB8C80EBA19CEB8A9420ED8C8CEAB3A0EB93A4EC96B4EC95BC20ED959CEB8BA4
civ::w::s_viking::cat, string, 800573776F7264
civ::w::s_viking::cmd, long, 00000000000003EC
civ::w::s_viking::en, string, 800C56696B696E672053776F7264
civ::w::s_viking::era, long, 0000000000000002
civ::w::s_viking::good, string, 803A2637EBB094EC9DB4ED82B9EC9D9820EC95A0EB8F8428E6849BE58880292E202661EBAAA8EB93A020EAB7BCECA09120ED94BCED95B4202B313525
civ::w::s_viking::icon, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D4461746188086974656D666F726D0F00076973616C6961730F01046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520802E76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A0A6973616E797468696E670F000B626C6F636B76616C7565730005706C61696E0F00096974656D666C6167730300000000036B65792080146D696E6563726166743A69726F6E5F73776F726406616D6F756E7403FFFFFFFF046974656D000A676C6F62616C6D6574610005626C6F636B00
